Suburb,Rooms,Type,Price,Method,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,CouncilArea,Regionname,Propertycount
Altona North,4,h,965000,SP,11.1,4,1,4,851,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,870000,S,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,681000,PI,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,2,h,522500,SA,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,5,h,972000,S,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,t,590000,PI,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,2,h,450000,PI,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,765000,S,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,750000,VB,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,680000,S,11.1,3,1,3,551,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,2,t,510000,SP,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,770000,SP,11.1,3,1,3,602,603,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,923000,S,11.1,3,1,2,740,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,4,h,693000,SP,11.1,4,2,4,315,170,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,620000,SP,11.1,5,2,2,276,100,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,800000,S,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,728500,S,11.1,3,1,1,531,157,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,931000,S,11.1,3,2,1,590,160,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,988000,S,11.1,3,1,4,715,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,590000,SP,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,590000,S,11.1,3,1,2,561,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,2,h,610000,S,11.1,2,1,2,691,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,815000,S,11.1,3,2,3,555,130,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,4,h,970000,S,11.1,4,1,2,708,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,4,h,840000,S,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,840000,S,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,4,h,760000,S,11.1,4,1,3,668,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,852500,S,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,4,t,847500,S,11.1,4,3,1,252,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,4,h,1200000,SP,11.1,4,1,4,633,158,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,630000,S,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,700000,SP,11.1,3,1,1,557,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,625000,PI,11.1,3,1,1,536,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,2,u,292000,S,11.1,2,1,1,153,70,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,t,640000,PI,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,h,800000,SP,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Armadale,2,u,599000,S,6.3,2,1,1,0,76,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,550000,VB,6.3,2,1,0,861,,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,u,995000,S,6.3,3,2,2,0,100,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,t,1205000,S,6.3,3,2,2,101,105,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,h,2675000,S,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,h,1939000,S,6.3,3,2,2,296,150,Stonnington City Council,Southern Metropolitan,4836
Armadale,1,u,421500,S,6.3,1,1,0,0,,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,585000,SP,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,h,2050000,S,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,h,1870000,S,6.3,3,1,1,217,116,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,678000,S,6.3,2,1,2,0,,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,t,1918000,SP,6.3,3,2,2,0,165,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,660000,SP,6.3,2,1,1,0,,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,h,2050000,S,6.3,3,2,1,205,116,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,700000,VB,6.3,2,1,2,0,,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,3625000,S,6.3,3,2,2,0,,Stonnington City Council,Southern Metropolitan,4836
Armadale,4,h,3000000,VB,6.3,4,2,2,1581,,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,h,1930000,S,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
Armadale,5,h,1525000,PI,6.3,8,2,2,693,,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,u,735000,PI,6.3,3,2,1,2113,14,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,825000,S,6.3,2,1,1,0,,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,t,1586000,S,6.3,2,2,2,246,,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,645000,S,6.3,3,1,1,0,,Stonnington City Council,Southern Metropolitan,4836
Armadale,1,h,1435000,SP,6.3,2,2,1,144,107,Stonnington City Council,Southern Metropolitan,4836
Armadale,1,u,280000,PI,6.3,1,1,1,0,38,Stonnington City Council,Southern Metropolitan,4836
Armadale,1,u,400000,PI,6.3,1,1,1,0,,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,h,1780000,S,6.3,2,2,2,0,,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,592500,S,6.3,2,1,1,0,73,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,h,1210000,S,6.3,2,1,0,249,96,Stonnington City Council,Southern Metropolitan,4836
Armadale,4,h,2801000,S,6.3,4,2,2,624,222,Stonnington City Council,Southern Metropolitan,4836
Armadale,1,u,390000,S,6.3,1,1,0,881,,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,h,1800000,PI,6.3,3,2,2,405,121,Stonnington City Council,Southern Metropolitan,4836
Armadale,4,h,2200000,PI,6.3,4,1,2,495,163,Stonnington City Council,Southern Metropolitan,4836
Armadale,1,u,324000,S,6.3,1,1,1,0,,Stonnington City Council,Southern Metropolitan,4836
Armadale,6,h,5525000,S,6.3,5,3,4,1491,516,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,h,1125000,S,6.3,3,1,2,169,,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,h,2250000,S,6.3,3,3,1,301,,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,h,2360000,S,6.3,3,2,0,336,,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,h,1900000,VB,6.3,2,2,0,207,,Stonnington City Council,Southern Metropolitan,4836
Armadale,1,u,440000,SP,6.3,1,1,1,0,53,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,490000,PI,6.3,2,1,1,0,,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,h,2365000,S,6.3,3,2,1,316,,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,h,1300000,VB,6.3,2,1,2,212,106,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,u,732000,S,6.3,3,2,2,0,,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,704000,SP,6.3,2,1,1,0,74,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,620000,VB,6.3,3,1,1,0,98,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,h,1900000,S,6.3,3,1,2,328,108,Stonnington City Council,Southern Metropolitan,4836
Armadale,1,u,315000,SP,6.3,1,1,1,0,,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,h,1992000,S,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
Armadale,1,u,450000,PI,6.3,1,1,1,0,,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,710000,S,6.3,2,1,1,2471,80,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,872000,S,6.3,2,1,1,1194,,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,598000,S,6.3,2,1,1,0,88,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,h,1285000,S,6.3,3,1,2,186,80,Stonnington City Council,Southern Metropolitan,4836
Armadale,4,h,3660000,S,6.3,4,3,2,421,,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,520000,S,6.3,1,1,1,0,76,Stonnington City Council,Southern Metropolitan,4836
Armadale,4,h,2760000,S,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,690000,VB,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
Armadale,4,h,3625000,S,6.3,4,1,2,709,251,Stonnington City Council,Southern Metropolitan,4836
Armadale,4,h,4200000,VB,6.3,4,3,3,563,333,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,t,1101000,S,6.3,3,1,2,103,3,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,h,3512500,S,6.3,3,2,2,617,285,Stonnington City Council,Southern Metropolitan,4836
Armadale,4,h,2000000,PI,6.3,4,3,4,544,,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,u,869000,S,6.3,2,1,1,0,91,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,577000,S,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
Armadale,3,h,2865000,S,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
Armadale,5,h,2810000,S,6.3,5,2,2,617,,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,565000,S,6.3,3,1,1,0,,Stonnington City Council,Southern Metropolitan,4836
Armadale,1,u,567000,S,6.3,1,1,1,0,53,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,546000,SP,6.3,2,0,0,0,,Stonnington City Council,Southern Metropolitan,4836
Armadale,2,u,471500,S,6.3,2,1,1,0,,Stonnington City Council,Southern Metropolitan,4836
Ascot Vale,2,u,455000,S,5.9,3,1,2,0,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,h,940000,S,5.9,3,1,2,298,108,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,2,u,467000,SP,5.9,2,1,1,0,62,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,h,895000,S,5.9,,,,,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,h,1380000,SP,5.9,3,2,2,277,174,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,2,u,490000,VB,5.9,2,1,1,423,62,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,4,h,1850000,S,5.9,4,3,1,478,270,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,h,1284000,S,5.9,3,1,2,623,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,h,971000,SP,5.9,3,2,2,285,128,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,2,h,710000,PI,5.9,2,1,1,214,77,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,6,h,2425000,PI,5.9,6,3,2,1014,435,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,2,h,750000,SP,5.9,2,1,1,226,92,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,2,h,840000,S,5.9,,,,,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,2,h,1053000,S,5.9,2,1,1,269,109,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,h,1377000,S,5.9,3,1,1,417,168,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,h,970000,S,5.9,3,1,2,350,125,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,2,h,940000,S,5.9,2,1,1,330,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,2,h,751000,PI,5.9,2,1,1,118,79,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,2,h,950000,SP,5.9,2,1,1,173,102,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,2,u,685000,S,5.9,2,1,2,228,90,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,h,1230000,S,5.9,4,1,2,594,148,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,2,h,636500,S,5.9,2,1,1,0,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,h,910000,S,5.9,3,1,0,317,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,2,h,872500,PI,5.9,,,,,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,2,h,770000,PI,5.9,2,1,1,226,87,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,2,t,490000,PI,5.9,,,,,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,h,960000,S,5.9,3,2,2,229,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,4,h,890000,SP,5.9,4,1,1,300,185,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,2,h,965000,S,5.9,2,1,1,170,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,4,h,1200000,PI,5.9,,,,,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,h,1440000,S,5.9,3,1,1,487,131,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,2,h,955000,S,5.9,2,1,0,255,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,2,u,450000,VB,5.9,2,1,1,0,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,h,801000,S,5.9,3,1,2,431,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,h,770000,SP,5.9,,,,,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,h,1000000,PI,5.9,3,2,2,440,120,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,h,1435000,S,5.9,3,2,2,532,147,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,1,u,390000,S,5.9,1,1,1,0,58,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,h,1425000,PI,5.9,3,2,2,495,139,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,h,925000,S,5.9,,,,,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,4,h,1340000,S,5.9,3,2,2,683,232,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,h,955000,S,5.9,3,1,1,263,117,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,2,h,1075000,PI,5.9,,,,,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,4,h,1100000,VB,5.9,4,2,5,559,195,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,h,1255000,S,5.9,3,2,2,308,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,4,h,1483000,S,5.9,,,,,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,2,u,432000,S,5.9,2,1,1,0,62,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,4,h,1640000,S,5.9,4,3,2,562,204,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,6,h,1430000,S,5.9,4,2,1,461,286,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,2,u,610000,SP,5.9,2,1,1,301,104,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,h,940000,S,5.9,3,3,1,491,127,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,h,890000,SP,5.9,3,1,1,242,110,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,4,h,1505000,SP,5.9,,,,,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,h,1180000,SP,5.9,3,2,2,617,149,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,4,h,1480000,S,5.9,4,2,2,597,180,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,2,h,1150000,S,5.9,2,1,1,387,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,h,1350000,S,5.9,3,1,3,575,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,5,h,1905000,S,5.9,5,2,2,521,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,2,t,865000,SP,5.9,2,2,1,146,132,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,2,t,705000,S,5.9,2,2,1,113,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,2,u,442000,S,5.9,2,1,1,0,62,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,2,u,540000,S,5.9,2,2,1,0,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,h,1037500,S,5.9,3,1,2,506,110,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,t,1050000,S,5.9,3,2,2,318,160,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,2,u,440000,S,5.9,2,1,1,0,65,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,2,h,1010000,S,5.9,2,1,1,325,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,4,h,1430000,S,5.9,4,2,0,418,158,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,2,u,570000,VB,5.9,2,1,1,0,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,2,u,690000,S,5.9,2,1,1,0,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,4,h,1070000,S,5.9,,,,,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,h,1291000,S,5.9,3,1,2,414,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,h,1130000,S,5.9,3,2,1,272,157,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,h,1135000,S,5.9,3,1,1,296,104,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,4,h,950000,PI,5.9,4,2,1,298,147,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,u,790000,PI,5.9,3,2,1,0,148,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,2,u,390000,PI,5.9,2,1,1,1957,69,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,4,h,1345000,S,5.9,4,1,1,552,155,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,1,u,296000,S,5.9,,,,,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,h,1381500,S,5.9,3,2,2,416,168,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,h,940000,S,5.9,3,2,2,285,172,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,h,995000,S,5.9,3,2,1,314,177,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,h,1050000,SP,5.9,3,1,3,536,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,h,786000,S,5.9,3,2,1,576,120,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,2,h,705000,PI,5.9,2,1,3,252,108,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,h,660000,PI,5.9,,,,,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,2,h,760000,PI,5.9,2,1,1,124,77,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,u,487500,S,5.9,3,1,3,0,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,h,1125000,S,5.9,,,,,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,t,1000000,S,5.9,3,2,2,200,144,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,4,h,1110000,PI,5.9,4,2,1,349,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,4,h,1300000,PI,5.9,4,1,4,664,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,h,1060000,PI,5.9,3,1,1,555,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,h,1410000,PI,5.9,3,2,2,459,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,h,1305000,S,5.9,2,1,1,278,166,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,h,932500,S,5.9,3,2,1,254,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,h,965000,S,5.9,3,1,0,216,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,h,1215000,S,5.9,3,1,1,452,175,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,2,u,545000,S,5.9,2,1,2,194,71,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,4,h,1800000,S,5.9,,,,,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,t,840000,SP,5.9,,,,,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,4,h,1705000,S,5.9,4,2,4,598,273,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,h,970000,S,5.9,2,1,1,194,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,2,h,925000,S,5.9,2,1,1,407,,Moonee Valley City Council,Western Metropolitan,6567
Ashburton,4,h,2650000,S,11,4,3,2,753,399,Boroondara City Council,Southern Metropolitan,3052
Ashburton,2,h,1820000,S,11,,,,,,Boroondara City Council,Southern Metropolitan,3052
Ashburton,3,h,1670000,S,11,3,2,2,599,220,Boroondara City Council,Southern Metropolitan,3052
